pais,mes,tipo_asignacion,estado,servicios,expedientes
Guatemala,2025-06,MANUAL,CANCELADA,1496,896
Guatemala,2025-06,MANUAL,CONCLUIDA,2853,2207
Guatemala,2025-06,SIN_TIPO,CANCELADA,1785,1538
Guatemala,2025-06,SIN_TIPO,CONCLUIDA,3454,3454
Guatemala,2025-07,ANCLAJE APP SOA,CANCELADA,2436,1148
Guatemala,2025-07,ANCLAJE APP SOA,CONCLUIDA,7794,4547
Guatemala,2025-07,ANCLAJE BASE,CANCELADA,440,275
Guatemala,2025-07,ANCLAJE BASE,CONCLUIDA,1784,1391
Guatemala,2025-07,APP,CANCELADA,1300,579
Guatemala,2025-07,APP,CONCLUIDA,2550,1839
Guatemala,2025-07,BASE AUTOMATICO,CANCELADA,712,558
Guatemala,2025-07,BASE AUTOMATICO,CONCLUIDA,3922,3794
Guatemala,2025-07,MANUAL,CANCELADA,1669,950
Guatemala,2025-07,MANUAL,CONCLUIDA,2887,2265
Guatemala,2025-07,SIN_TIPO,CANCELADA,1890,1603
Guatemala,2025-07,SIN_TIPO,CONCLUIDA,4276,4276
Guatemala,2025-08,ANCLAJE APP SOA,CANCELADA,1849,1015
Guatemala,2025-08,ANCLAJE APP SOA,CONCLUIDA,7333,4745
Guatemala,2025-08,ANCLAJE BASE,CANCELADA,334,228
Guatemala,2025-08,ANCLAJE BASE,CONCLUIDA,1610,1292
Guatemala,2025-08,APP,CANCELADA,443,289
Guatemala,2025-08,APP,CONCLUIDA,1292,1105
Guatemala,2025-08,BASE AUTOMATICO,CANCELADA,984,748
Guatemala,2025-08,BASE AUTOMATICO,CONCLUIDA,4417,4157
Guatemala,2025-08,MANUAL,CANCELADA,1402,959
Guatemala,2025-08,MANUAL,CONCLUIDA,2927,2305
Guatemala,2025-08,SIN_TIPO,CANCELADA,2457,2142
Guatemala,2025-08,SIN_TIPO,CONCLUIDA,4035,4033
Guatemala,2025-09,ANCLAJE APP SOA,CANCELADA,1456,869
Guatemala,2025-09,ANCLAJE APP SOA,CONCLUIDA,5892,4628
Guatemala,2025-09,ANCLAJE APP SOA,PROCESO,1,1
Guatemala,2025-09,ANCLAJE BASE,CANCELADA,403,311
Guatemala,2025-09,ANCLAJE BASE,CONCLUIDA,1613,1362
Guatemala,2025-09,APP,CANCELADA,175,157
Guatemala,2025-09,APP,CONCLUIDA,793,763
Guatemala,2025-09,BASE AUTOMATICO,CANCELADA,986,804
Guatemala,2025-09,BASE AUTOMATICO,CONCLUIDA,5074,4670
Guatemala,2025-09,BASE AUTOMATICO,PROCESO,1,1
Guatemala,2025-09,MANUAL,CANCELADA,1432,1120
Guatemala,2025-09,MANUAL,CONCLUIDA,2952,2341
Guatemala,2025-09,MANUAL,PROCESO,1,1
Guatemala,2025-09,SIN_TIPO,CANCELADA,2937,2468
Guatemala,2025-09,SIN_TIPO,CONCLUIDA,5189,5188
Guatemala,2025-10,ANCLAJE APP SOA,CANCELADA,1415,867
Guatemala,2025-10,ANCLAJE APP SOA,CONCLUIDA,5520,4164
Guatemala,2025-10,ANCLAJE APP SOA,PROCESO,292,245
Guatemala,2025-10,ANCLAJE BASE,CANCELADA,270,195
Guatemala,2025-10,ANCLAJE BASE,CONCLUIDA,1364,1139
Guatemala,2025-10,ANCLAJE BASE,PROCESO,112,98
Guatemala,2025-10,APP,CANCELADA,186,147
Guatemala,2025-10,APP,CONCLUIDA,523,489
Guatemala,2025-10,APP,PROCESO,49,48
Guatemala,2025-10,BASE AUTOMATICO,CANCELADA,805,592
Guatemala,2025-10,BASE AUTOMATICO,CONCLUIDA,3341,3043
Guatemala,2025-10,BASE AUTOMATICO,PROCESO,342,320
Guatemala,2025-10,MANUAL,CANCELADA,1249,983
Guatemala,2025-10,MANUAL,CONCLUIDA,2458,1883
Guatemala,2025-10,MANUAL,PROCESO,132,119
Guatemala,2025-10,SIN_TIPO,CANCELADA,2494,2062
Guatemala,2025-10,SIN_TIPO,CONCLUIDA,3207,3206
Guatemala,2025-10,SIN_TIPO,PROCESO,330,328
Honduras,2023-11,ANCLAJE,CANCELADA,1,1
Honduras,2023-11,APP,CONCLUIDA,9,1
Honduras,2023-11,MANUAL,CANCELADA,1,1
Honduras,2023-11,MANUAL,CONCLUIDA,1,1
Honduras,2023-11,SIN_TIPO,CANCELADA,9,2
Honduras,2023-12,ANCLAJE,CANCELADA,3,1
Honduras,2023-12,ANCLAJE,CONCLUIDA,1,1
Honduras,2023-12,APP,CANCELADA,1,1
Honduras,2023-12,APP,CONCLUIDA,8,1
Honduras,2023-12,SIN_TIPO,CANCELADA,1,1
Honduras,2024-01,MANUAL,CANCELADA,1,1
Honduras,2024-01,MANUAL,CONCLUIDA,1,1
Honduras,2024-01,SIN_TIPO,CANCELADA,1,1
Honduras,2024-03,MANUAL,CANCELADA,1,1
Honduras,2024-03,MANUAL,CONCLUIDA,1,1
Honduras,2024-03,SIN_TIPO,CANCELADA,2,2
Honduras,2024-04,MANUAL,CANCELADA,1,1
Honduras,2024-04,MANUAL,CONCLUIDA,5,5
Honduras,2024-04,SIN_TIPO,CANCELADA,4,2
Honduras,2024-05,MANUAL,CONCLUIDA,6,5
Honduras,2024-05,SIN_TIPO,CANCELADA,5,3
Honduras,2024-06,MANUAL,CANCELADA,2,2
Honduras,2024-06,MANUAL,CONCLUIDA,3,2
Honduras,2024-07,MANUAL,CANCELADA,1,1
Honduras,2024-07,MANUAL,CONCLUIDA,7,6
Honduras,2024-07,SIN_TIPO,CANCELADA,1,1
Honduras,2024-08,MANUAL,CONCLUIDA,10,10
Honduras,2024-09,ANCLAJE APP SOA,CANCELADA,1,1
Honduras,2024-10,MANUAL,CONCLUIDA,15,14
Honduras,2024-10,SIN_TIPO,CANCELADA,5,5
Honduras,2024-11,ANCLAJE BASE,CONCLUIDA,2,2
Honduras,2024-11,MANUAL,CANCELADA,3,2
Honduras,2024-11,MANUAL,CONCLUIDA,16,14
Honduras,2024-11,SIN_TIPO,CANCELADA,9,7
Honduras,2024-12,ANCLAJE BASE,CONCLUIDA,1,1
Honduras,2024-12,MANUAL,CANCELADA,6,6
Honduras,2024-12,MANUAL,CONCLUIDA,26,22
Honduras,2024-12,SIN_TIPO,CANCELADA,10,8
Honduras,2025-01,ANCLAJE BASE,CONCLUIDA,1,1
Honduras,2025-01,MANUAL,CANCELADA,1,1
Honduras,2025-01,MANUAL,CONCLUIDA,25,24
Honduras,2025-01,SIN_TIPO,CANCELADA,4,4
Honduras,2025-02,ANCLAJE APP SOA,CANCELADA,2,1
Honduras,2025-02,MANUAL,CANCELADA,5,4
Honduras,2025-02,MANUAL,CONCLUIDA,10,10
Honduras,2025-02,SIN_TIPO,CANCELADA,13,4
Honduras,2025-03,ANCLAJE APP SOA,CANCELADA,1,1
Honduras,2025-03,APP,CONCLUIDA,1,1
Honduras,2025-03,MANUAL,CANCELADA,2,2
Honduras,2025-03,MANUAL,CONCLUIDA,7,7
Honduras,2025-03,SIN_TIPO,CANCELADA,9,2
Honduras,2025-04,ANCLAJE BASE,CANCELADA,2,2
Honduras,2025-04,ANCLAJE BASE,CONCLUIDA,4,4
Honduras,2025-04,MANUAL,CANCELADA,4,4
Honduras,2025-04,MANUAL,CONCLUIDA,18,14
Honduras,2025-04,SIN_TIPO,CANCELADA,7,7
Honduras,2025-05,ANCLAJE APP SOA,CANCELADA,3,3
Honduras,2025-05,ANCLAJE APP SOA,CONCLUIDA,7,6
Honduras,2025-05,APP,CANCELADA,3,2
Honduras,2025-05,APP,CONCLUIDA,3,2
Honduras,2025-05,MANUAL,CANCELADA,1,1
Honduras,2025-05,MANUAL,CONCLUIDA,17,17
Honduras,2025-05,SIN_TIPO,CANCELADA,60,8
Honduras,2025-05,SIN_TIPO,CONCLUIDA,1,1
Honduras,2025-06,ANCLAJE APP SOA,CANCELADA,1,1
Honduras,2025-06,ANCLAJE APP SOA,CONCLUIDA,1,1
Honduras,2025-06,APP,CANCELADA,3,1
Honduras,2025-06,MANUAL,CANCELADA,2,2
Honduras,2025-06,MANUAL,CONCLUIDA,7,6
Honduras,2025-06,SIN_TIPO,CANCELADA,6,5
Honduras,2025-07,ANCLAJE APP SOA,CANCELADA,1,1
Honduras,2025-07,ANCLAJE APP SOA,CONCLUIDA,3,3
Honduras,2025-07,SIN_TIPO,CANCELADA,1,1
Honduras,2025-08,ANCLAJE APP SOA,CANCELADA,2,1
Honduras,2025-08,MANUAL,CANCELADA,1,1
Honduras,2025-08,MANUAL,CONCLUIDA,9,6
Honduras,2025-08,SIN_TIPO,CANCELADA,2,2
Honduras,2025-09,ANCLAJE APP SOA,CONCLUIDA,1,1
Honduras,2025-09,ANCLAJE BASE,CONCLUIDA,1,1
Honduras,2025-09,MANUAL,CANCELADA,1,1
Honduras,2025-09,MANUAL,CONCLUIDA,5,5
Honduras,2025-09,SIN_TIPO,CANCELADA,2,2
Honduras,2025-10,ANCLAJE APP SOA,CONCLUIDA,1,1
Honduras,2025-10,MANUAL,CANCELADA,1,1
Honduras,2025-10,SIN_TIPO,CANCELADA,6,6
Mexico,2023-02,ANCLAJE,CANCELADA,1,1
Mexico,2023-02,ANCLAJE,CONCLUIDA,1,1
Mexico,2023-02,APP,CANCELADA,12,12
Mexico,2023-02,APP,CONCLUIDA,18,18
Mexico,2023-02,MANUAL,CANCELADA,6,5
Mexico,2023-02,MANUAL,CONCLUIDA,1,1
Mexico,2023-02,SIN_TIPO,CANCELADA,41,36
Mexico,2023-02,SIN_TIPO,CONCLUIDA,1,1
Mexico,2023-03,ANCLAJE,CONCLUIDA,1,1
Mexico,2023-03,APP,CANCELADA,8,6
Mexico,2023-03,APP,CONCLUIDA,10,9
Mexico,2023-03,SIN_TIPO,CANCELADA,2,2
Mexico,2023-04,ANCLAJE,CANCELADA,2,2
Mexico,2023-04,ANCLAJE,CONCLUIDA,3,3
Mexico,2023-04,APP,CANCELADA,12,11
Mexico,2023-04,APP,CONCLUIDA,11,7
Mexico,2023-04,MANUAL,CANCELADA,20,17
Mexico,2023-04,MANUAL,CONCLUIDA,30,30
Mexico,2023-04,SIN_TIPO,CANCELADA,116,105
Mexico,2023-05,ANCLAJE,CANCELADA,4,3
Mexico,2023-05,ANCLAJE,CONCLUIDA,10,9
Mexico,2023-05,APP,CANCELADA,3,3
Mexico,2023-05,APP,CONCLUIDA,1,1
Mexico,2023-05,MANUAL,CANCELADA,45,43
Mexico,2023-05,MANUAL,CONCLUIDA,172,170
Mexico,2023-05,SIN_TIPO,CANCELADA,295,287
Mexico,2023-05,SIN_TIPO,CONCLUIDA,1,1
Mexico,2023-06,ANCLAJE,CANCELADA,4,3
Mexico,2023-06,ANCLAJE,CONCLUIDA,10,10
Mexico,2023-06,APP,CANCELADA,1,1
Mexico,2023-06,APP,CONCLUIDA,3,2
Mexico,2023-06,MANUAL,CANCELADA,26,26
Mexico,2023-06,MANUAL,CONCLUIDA,185,183
Mexico,2023-06,SIN_TIPO,CANCELADA,366,351
Mexico,2023-07,ANCLAJE,CANCELADA,2,2
Mexico,2023-07,ANCLAJE,CONCLUIDA,10,10
Mexico,2023-07,APP,CONCLUIDA,4,4
Mexico,2023-07,MANUAL,CANCELADA,33,33
Mexico,2023-07,MANUAL,CONCLUIDA,141,139
Mexico,2023-07,SIN_TIPO,CANCELADA,434,428
Mexico,2023-07,SIN_TIPO,CONCLUIDA,1,1
Mexico,2023-08,ANCLAJE,CANCELADA,7,7
Mexico,2023-08,ANCLAJE,CONCLUIDA,7,7
Mexico,2023-08,APP,CONCLUIDA,2,2
Mexico,2023-08,MANUAL,CANCELADA,36,34
Mexico,2023-08,MANUAL,CONCLUIDA,102,102
Mexico,2023-08,SIN_TIPO,CANCELADA,500,492
Mexico,2023-08,SIN_TIPO,CONCLUIDA,1,1
Mexico,2023-09,ANCLAJE,CANCELADA,5,5
Mexico,2023-09,ANCLAJE,CONCLUIDA,15,15
Mexico,2023-09,APP,CONCLUIDA,4,2
Mexico,2023-09,MANUAL,CANCELADA,37,36
Mexico,2023-09,MANUAL,CONCLUIDA,127,124
Mexico,2023-09,SIN_TIPO,CANCELADA,337,332
Mexico,2023-10,ANCLAJE,CANCELADA,24,18
Mexico,2023-10,ANCLAJE,CONCLUIDA,44,39
Mexico,2023-10,APP,CANCELADA,19,7
Mexico,2023-10,APP,CONCLUIDA,10,6
Mexico,2023-10,MANUAL,CANCELADA,16,15
Mexico,2023-10,MANUAL,CONCLUIDA,59,52
Mexico,2023-10,SIN_TIPO,CANCELADA,731,342
Mexico,2023-10,SIN_TIPO,CONCLUIDA,1,1
Mexico,2023-11,ANCLAJE,CANCELADA,5,5
Mexico,2023-11,ANCLAJE,CONCLUIDA,13,13
Mexico,2023-11,MANUAL,CANCELADA,19,16
Mexico,2023-11,MANUAL,CONCLUIDA,68,64
Mexico,2023-11,SIN_TIPO,CANCELADA,401,319
Mexico,2023-12,ANCLAJE,CANCELADA,8,8
Mexico,2023-12,ANCLAJE,CONCLUIDA,14,14
Mexico,2023-12,APP,CANCELADA,1,1
Mexico,2023-12,MANUAL,CANCELADA,20,19
Mexico,2023-12,MANUAL,CONCLUIDA,70,65
Mexico,2023-12,SIN_TIPO,CANCELADA,409,359
Mexico,2024-01,ANCLAJE,CANCELADA,6,6
Mexico,2024-01,ANCLAJE,CONCLUIDA,15,14
Mexico,2024-01,MANUAL,CANCELADA,29,26
Mexico,2024-01,MANUAL,CONCLUIDA,75,71
Mexico,2024-01,SIN_TIPO,CANCELADA,356,327
Mexico,2024-02,ANCLAJE,CANCELADA,15,11
Mexico,2024-02,ANCLAJE,CONCLUIDA,30,27
Mexico,2024-02,APP,CANCELADA,4,3
Mexico,2024-02,MANUAL,CANCELADA,31,21
Mexico,2024-02,MANUAL,CONCLUIDA,86,86
Mexico,2024-02,SIN_TIPO,CANCELADA,454,421
Mexico,2024-03,ANCLAJE,CANCELADA,6,5
Mexico,2024-03,ANCLAJE,CONCLUIDA,24,24
Mexico,2024-03,APP,CANCELADA,4,3
Mexico,2024-03,APP,CONCLUIDA,6,4
Mexico,2024-03,MANUAL,CANCELADA,27,20
Mexico,2024-03,MANUAL,CONCLUIDA,82,76
Mexico,2024-03,SIN_TIPO,CANCELADA,619,517
Mexico,2024-04,ANCLAJE,CONCLUIDA,4,4
Mexico,2024-04,ANCLAJE APP,CANCELADA,3,3
Mexico,2024-04,ANCLAJE APP,CONCLUIDA,2,2
Mexico,2024-04,MANUAL,CANCELADA,51,31
Mexico,2024-04,MANUAL,CONCLUIDA,112,105
Mexico,2024-04,SIN_TIPO,CANCELADA,583,486
Mexico,2024-05,ANCLAJE APP,CANCELADA,8,7
Mexico,2024-05,ANCLAJE APP,CONCLUIDA,6,6
Mexico,2024-05,MANUAL,CANCELADA,47,34
Mexico,2024-05,MANUAL,CONCLUIDA,142,133
Mexico,2024-05,SIN_TIPO,CANCELADA,448,406
Mexico,2024-06,ANCLAJE APP,CANCELADA,4,4
Mexico,2024-06,ANCLAJE APP,CONCLUIDA,7,7
Mexico,2024-06,MANUAL,CANCELADA,22,20
Mexico,2024-06,MANUAL,CONCLUIDA,155,147
Mexico,2024-06,SIN_TIPO,CANCELADA,528,432
Mexico,2024-06,SIN_TIPO,CONCLUIDA,1,1
Mexico,2024-07,ANCLAJE APP,CANCELADA,4,4
Mexico,2024-07,ANCLAJE APP,CONCLUIDA,20,19
Mexico,2024-07,ANCLAJE APP SOA,CANCELADA,2,2
Mexico,2024-07,APP,CANCELADA,4,2
Mexico,2024-07,APP,CONCLUIDA,7,1
Mexico,2024-07,MANUAL,CANCELADA,39,37
Mexico,2024-07,MANUAL,CONCLUIDA,120,112
Mexico,2024-07,SIN_TIPO,CANCELADA,536,460
Mexico,2024-07,SIN_TIPO,CONCLUIDA,1,1
Mexico,2024-08,ANCLAJE APP SOA,CANCELADA,10,10
Mexico,2024-08,ANCLAJE APP SOA,CONCLUIDA,15,14
Mexico,2024-08,ANCLAJE BASE,CANCELADA,4,2
Mexico,2024-08,APP,CANCELADA,1,1
Mexico,2024-08,MANUAL,CANCELADA,26,26
Mexico,2024-08,MANUAL,CONCLUIDA,118,111
Mexico,2024-08,SIN_TIPO,CANCELADA,527,446
Mexico,2024-09,ANCLAJE APP SOA,CANCELADA,25,25
Mexico,2024-09,ANCLAJE APP SOA,CONCLUIDA,120,113
Mexico,2024-09,ANCLAJE BASE,CONCLUIDA,1,1
Mexico,2024-09,MANUAL,CANCELADA,7,7
Mexico,2024-09,MANUAL,CONCLUIDA,7,7
Mexico,2024-09,SIN_TIPO,CANCELADA,343,215
Mexico,2024-09,SIN_TIPO,CONCLUIDA,2,2
Mexico,2024-10,ANCLAJE APP SOA,CONCLUIDA,5,5
Mexico,2024-10,APP,CANCELADA,2,2
Mexico,2024-10,MANUAL,CANCELADA,22,19
Mexico,2024-10,MANUAL,CONCLUIDA,115,102
Mexico,2024-10,SIN_TIPO,CANCELADA,182,101
Mexico,2024-11,ANCLAJE APP SOA,CONCLUIDA,2,2
Mexico,2024-11,MANUAL,CANCELADA,35,28
Mexico,2024-11,MANUAL,CONCLUIDA,140,125
Mexico,2024-11,SIN_TIPO,CANCELADA,159,82
Mexico,2024-12,ANCLAJE APP SOA,CANCELADA,7,4
Mexico,2024-12,ANCLAJE BASE,CANCELADA,1,1
Mexico,2024-12,APP,CANCELADA,3,2
Mexico,2024-12,APP,CONCLUIDA,1,1
Mexico,2024-12,MANUAL,CANCELADA,31,30
Mexico,2024-12,MANUAL,CONCLUIDA,161,148
Mexico,2024-12,SIN_TIPO,CANCELADA,135,89
Mexico,2025-01,ANCLAJE APP SOA,CANCELADA,1,1
Mexico,2025-01,ANCLAJE APP SOA,CONCLUIDA,5,5
Mexico,2025-01,MANUAL,CANCELADA,36,33
Mexico,2025-01,MANUAL,CONCLUIDA,294,275
Mexico,2025-01,SIN_TIPO,CANCELADA,182,127
Mexico,2025-01,SIN_TIPO,PROCESO,1,1
Mexico,2025-02,ANCLAJE APP SOA,CANCELADA,2,2
Mexico,2025-02,ANCLAJE APP SOA,CONCLUIDA,9,8
Mexico,2025-02,ANCLAJE BASE,CANCELADA,6,3
Mexico,2025-02,APP,CONCLUIDA,2,1
Mexico,2025-02,MANUAL,CANCELADA,31,27
Mexico,2025-02,MANUAL,CONCLUIDA,208,187
Mexico,2025-02,SIN_TIPO,CANCELADA,152,100
Mexico,2025-02,SIN_TIPO,CONCLUIDA,1,1
Mexico,2025-03,ANCLAJE APP SOA,CANCELADA,3,3
Mexico,2025-03,ANCLAJE APP SOA,CONCLUIDA,2,2
Mexico,2025-03,ANCLAJE BASE,CANCELADA,8,3
Mexico,2025-03,APP,CANCELADA,7,2
Mexico,2025-03,MANUAL,CANCELADA,78,64
Mexico,2025-03,MANUAL,CONCLUIDA,272,235
Mexico,2025-03,SIN_TIPO,CANCELADA,254,152
Mexico,2025-04,ANCLAJE APP SOA,CONCLUIDA,6,6
Mexico,2025-04,APIROUTE1,CANCELADA,2,1
Mexico,2025-04,APP,CANCELADA,13,3
Mexico,2025-04,APP,CONCLUIDA,1,1
Mexico,2025-04,MANUAL,CANCELADA,61,50
Mexico,2025-04,MANUAL,CONCLUIDA,205,179
Mexico,2025-04,SIN_TIPO,CANCELADA,175,89
Mexico,2025-04,SIN_TIPO,CONCLUIDA,1,1
Mexico,2025-05,ANCLAJE APP SOA,CANCELADA,9,5
Mexico,2025-05,ANCLAJE APP SOA,CONCLUIDA,2,2
Mexico,2025-05,ANCLAJE BASE,CANCELADA,9,2
Mexico,2025-05,ANCLAJE BASE,CONCLUIDA,1,1
Mexico,2025-05,APP,CANCELADA,16,6
Mexico,2025-05,APP,CONCLUIDA,4,3
Mexico,2025-05,MANUAL,CANCELADA,48,41
Mexico,2025-05,MANUAL,CONCLUIDA,226,204
Mexico,2025-05,SIN_TIPO,CANCELADA,207,119
Mexico,2025-06,ANCLAJE APP SOA,CANCELADA,1,1
Mexico,2025-06,ANCLAJE APP SOA,CONCLUIDA,2,2
Mexico,2025-06,APP,CANCELADA,12,5
Mexico,2025-06,APP,CONCLUIDA,1,1
Mexico,2025-06,MANUAL,CANCELADA,38,31
Mexico,2025-06,MANUAL,CONCLUIDA,243,205
Mexico,2025-06,SIN_TIPO,CANCELADA,218,122
Mexico,2025-07,ANCLAJE APP SOA,CANCELADA,3,3
Mexico,2025-07,ANCLAJE APP SOA,CONCLUIDA,4,4
Mexico,2025-07,APP,CANCELADA,2,1
Mexico,2025-07,APP,CONCLUIDA,2,2
Mexico,2025-07,MANUAL,CANCELADA,33,23
Mexico,2025-07,MANUAL,CONCLUIDA,251,196
Mexico,2025-07,SIN_TIPO,CANCELADA,164,100
Mexico,2025-07,SIN_TIPO,CONCLUIDA,1,1
Mexico,2025-08,ANCLAJE APP SOA,CANCELADA,3,3
Mexico,2025-08,ANCLAJE APP SOA,CONCLUIDA,3,3
Mexico,2025-08,APP,CANCELADA,1,1
Mexico,2025-08,APP,CONCLUIDA,1,1
Mexico,2025-08,BASE AUTOMATICO,CANCELADA,1,1
Mexico,2025-08,MANUAL,CANCELADA,49,38
Mexico,2025-08,MANUAL,CONCLUIDA,263,219
Mexico,2025-08,SIN_TIPO,CANCELADA,189,120
Mexico,2025-09,ANCLAJE APP SOA,CANCELADA,2,1
Mexico,2025-09,ANCLAJE APP SOA,CONCLUIDA,5,5
Mexico,2025-09,APP,CANCELADA,3,2
Mexico,2025-09,MANUAL,CANCELADA,51,36
Mexico,2025-09,MANUAL,CONCLUIDA,273,221
Mexico,2025-09,MANUAL,PROCESO,2,2
Mexico,2025-09,SIN_TIPO,CANCELADA,198,131
Mexico,2025-10,ANCLAJE APP SOA,CANCELADA,12,7
Mexico,2025-10,ANCLAJE APP SOA,CONCLUIDA,1,1
Mexico,2025-10,APP,CANCELADA,7,2
Mexico,2025-10,APP,CONCLUIDA,3,1
Mexico,2025-10,BASE AUTOMATICO,CANCELADA,2,1
Mexico,2025-10,MANUAL,CANCELADA,22,21
Mexico,2025-10,MANUAL,CONCLUIDA,156,134
Mexico,2025-10,MANUAL,PROCESO,56,54
Mexico,2025-10,SIN_TIPO,CANCELADA,117,89
Mexico,2025-10,SIN_TIPO,CONCLUIDA,1,1
Mexico,2025-10,SIN_TIPO,PROCESO,4,4
Nicaragua,2023-12,ANCLAJE,CANCELADA,6,3
Nicaragua,2023-12,ANCLAJE,CONCLUIDA,6,2
Nicaragua,2023-12,APP,CANCELADA,13,3
Nicaragua,2023-12,APP,CONCLUIDA,19,2
Nicaragua,2023-12,MANUAL,CANCELADA,6,1
Nicaragua,2023-12,MANUAL,CONCLUIDA,11,2
Nicaragua,2023-12,SIN_TIPO,CANCELADA,4,2
Nicaragua,2024-01,ANCLAJE,CANCELADA,3,1
Nicaragua,2024-01,ANCLAJE,CONCLUIDA,2,1
Nicaragua,2024-01,APP,CONCLUIDA,8,1
Nicaragua,2024-01,MANUAL,CANCELADA,1,1
Nicaragua,2024-01,SIN_TIPO,CANCELADA,1,1
Nicaragua,2024-02,MANUAL,CANCELADA,1,1
Nicaragua,2024-04,MANUAL,CONCLUIDA,2,2
Nicaragua,2024-05,SIN_TIPO,CANCELADA,2,2
Nicaragua,2024-08,MANUAL,CANCELADA,2,1
Nicaragua,2024-08,SIN_TIPO,CANCELADA,1,1
Nicaragua,2024-09,ANCLAJE APP SOA,CANCELADA,1,1
Nicaragua,2024-10,SIN_TIPO,CANCELADA,3,3
Nicaragua,2025-01,SIN_TIPO,PROCESO,1,1
Nicaragua,2025-02,MANUAL,CANCELADA,3,2
Paraguay,2023-11,ANCLAJE,CONCLUIDA,4,2
Paraguay,2023-11,APP,CANCELADA,1,1
Paraguay,2023-11,APP,CONCLUIDA,4,1
Paraguay,2023-12,ANCLAJE,CONCLUIDA,1,1
Paraguay,2023-12,MANUAL,CANCELADA,27,19
Paraguay,2023-12,MANUAL,CONCLUIDA,147,139
Paraguay,2023-12,SIN_TIPO,CANCELADA,42,41
Paraguay,2024-01,MANUAL,CANCELADA,28,20
Paraguay,2024-01,MANUAL,CONCLUIDA,139,134
Paraguay,2024-01,SIN_TIPO,CANCELADA,32,30
Paraguay,2024-02,MANUAL,CANCELADA,23,18
Paraguay,2024-02,MANUAL,CONCLUIDA,172,162
Paraguay,2024-02,SIN_TIPO,CANCELADA,32,30
Paraguay,2024-03,ANCLAJE,CANCELADA,1,1
Paraguay,2024-03,MANUAL,CANCELADA,18,18
Paraguay,2024-03,MANUAL,CONCLUIDA,131,128
Paraguay,2024-03,SIN_TIPO,CANCELADA,27,26
Paraguay,2024-04,MANUAL,CANCELADA,28,25
Paraguay,2024-04,MANUAL,CONCLUIDA,153,149
Paraguay,2024-04,SIN_TIPO,CANCELADA,37,35
Paraguay,2024-05,MANUAL,CANCELADA,32,31
Paraguay,2024-05,MANUAL,CONCLUIDA,175,159
Paraguay,2024-05,SIN_TIPO,CANCELADA,39,39
Paraguay,2024-06,MANUAL,CANCELADA,21,19
Paraguay,2024-06,MANUAL,CONCLUIDA,161,158
Paraguay,2024-06,SIN_TIPO,CANCELADA,28,27
Paraguay,2024-07,ANCLAJE APP,CANCELADA,1,1
Paraguay,2024-07,ANCLAJE APP,CONCLUIDA,10,10
Paraguay,2024-07,MANUAL,CANCELADA,12,9
Paraguay,2024-07,MANUAL,CONCLUIDA,152,148
Paraguay,2024-07,SIN_TIPO,CANCELADA,32,31
Paraguay,2024-08,ANCLAJE APP SOA,CANCELADA,3,3
Paraguay,2024-08,ANCLAJE APP SOA,CONCLUIDA,11,10
Paraguay,2024-08,MANUAL,CANCELADA,7,7
Paraguay,2024-08,MANUAL,CONCLUIDA,105,102
Paraguay,2024-08,SIN_TIPO,CANCELADA,38,37
Paraguay,2024-09,ANCLAJE APP SOA,CANCELADA,19,13
Paraguay,2024-09,ANCLAJE APP SOA,CONCLUIDA,98,95
Paraguay,2024-09,MANUAL,CANCELADA,9,7
Paraguay,2024-09,MANUAL,CONCLUIDA,37,37
Paraguay,2024-09,SIN_TIPO,CANCELADA,42,40
Paraguay,2024-10,MANUAL,CANCELADA,12,10
Paraguay,2024-10,MANUAL,CONCLUIDA,39,38
Paraguay,2024-10,SIN_TIPO,CANCELADA,20,19
Paraguay,2025-02,MANUAL,CANCELADA,2,1
Paraguay,2025-07,MANUAL,CANCELADA,1,1
Paraguay,2025-07,SIN_TIPO,CANCELADA,2,2
Paraguay,2025-10,APP,CANCELADA,2,1
Paraguay,2025-10,SIN_TIPO,CANCELADA,1,1
Peru,2023-11,ANCLAJE,CONCLUIDA,1,1
Peru,2023-11,APP,CANCELADA,1,1
Peru,2023-11,MANUAL,CANCELADA,1,1
Peru,2023-11,MANUAL,CONCLUIDA,7,2
Peru,2023-11,SIN_TIPO,CANCELADA,2,2
Peru,2023-12,ANCLAJE,CANCELADA,5,1
Peru,2023-12,ANCLAJE,CONCLUIDA,4,1
Peru,2023-12,APP,CANCELADA,1,1
Peru,2023-12,APP,CONCLUIDA,6,1
Peru,2023-12,MANUAL,CANCELADA,10,7
Peru,2023-12,MANUAL,CONCLUIDA,126,119
Peru,2023-12,SIN_TIPO,CANCELADA,40,39
Peru,2023-12,SIN_TIPO,CONCLUIDA,6,6
Peru,2024-01,MANUAL,CANCELADA,6,6
Peru,2024-01,MANUAL,CONCLUIDA,98,89
Peru,2024-01,SIN_TIPO,CANCELADA,60,57
Peru,2024-01,SIN_TIPO,CONCLUIDA,4,4
Peru,2024-02,MANUAL,CANCELADA,21,20
Peru,2024-02,MANUAL,CONCLUIDA,157,142
Peru,2024-02,SIN_TIPO,CANCELADA,123,118
Peru,2024-02,SIN_TIPO,CONCLUIDA,5,5
Peru,2024-03,ANCLAJE,CONCLUIDA,2,2
Peru,2024-03,MANUAL,CANCELADA,66,54
Peru,2024-03,MANUAL,CONCLUIDA,250,217
